7.352820704627510695e-01 7.987154073677185107e-01 7.032740199126450431e-01 6.916960614220498682e-01 6.842263640159775839e-01 6.949584875718090027e-01 7.135610378720631530e-01 7.298107193454932418e-01 6.844793325324746158e-01 7.166729827914080087e-01 6.587032480477887919e-01 6.887157696478429791e-01 7.089451590967303929e-01 6.910636062026748183e-01 7.100076028709163545e-01 6.912339453027305236e-01 6.994149699376651652e-01 6.949123110206256726e-01 7.082774544701221364e-01 0.000000000000000000e+00
5.994967505063074631e-01 6.425961131081674438e-01 5.283711262825250277e-01 5.122384354527584893e-01 4.880631184873209238e-01 5.013785412704364619e-01 4.230848001151834015e-01 5.626751245056728079e-01 4.318234528352061230e-01 4.333648461364995041e-01 5.065912971654479291e-01 5.190337605694419487e-01 4.962727008931845929e-01 4.921864080115677109e-01 6.598179397176259231e-01 5.026851451367534418e-01 5.201701892795557169e-01 5.204536186784216589e-01 5.012461103042520350e-01 4.341051727010792893e-01
8.720399577603853425e-01 8.979643811655562136e-01 8.517472352369749311e-01 7.889186055166576006e-01 7.765609575617771210e-01 7.940722948989737962e-01 7.939102264734637648e-01 8.764654757216973069e-01 7.752451734001153394e-01 7.883100222380273747e-01 7.791597398942158303e-01 7.821688198102114686e-01 7.884939717413692595e-01 7.669674263845281947e-01 8.793123655245779213e-01 7.909960325805895920e-01 7.908039994002075135e-01 7.871269051501736946e-01 7.891898778318027219e-01 8.000598834284201599e-01
8.884956347281093292e-01 9.072006380883154142e-01 8.466847037753195693e-01 7.915111234781381233e-01 7.815325282806322438e-01 7.983167641882629173e-01 7.954373145613007345e-01 8.685739148061609738e-01 7.743744620259982447e-01 8.001903258027313059e-01 7.942123863080113866e-01 7.951778684557593291e-01 7.751739184591139864e-01 7.983362473570678741e-01 8.805763911177698633e-01 7.661866262554540841e-01 7.978642679352868639e-01 7.694327262487100638e-01 8.012922687374620656e-01 8.010535429539307195e-01
7.685223471113669103e-01 7.776883324924388496e-01 7.675941882284437190e-01 7.549268286518752147e-01 4.431818675077837111e-01 4.492286487798802241e-01 0.000000000000000000e+00 7.761093610877897175e-01 4.399461892777850602e-01 4.503437233443314813e-01 4.576776922344277243e-01 4.799011491515811079e-01 4.971304068079095972e-01 4.593316135930344268e-01 7.556630015745940954e-01 4.343497707121779516e-01 4.505173503398642865e-01 4.567461590734018806e-01 5.267322630115278681e-01 3.949385996058943915e-01
2.507056559361350856e-01 2.923425611075520791e-01 3.137265680242988242e-01 2.025038493884418755e-01 1.911217982978658803e-01 1.946037327197419065e-01 1.904362877085723493e-01 2.412388713314093103e-01 1.822902615690454031e-01 1.499586094258959779e-01 2.052867862527404108e-01 2.281645800257336987e-01 1.904600282237307041e-01 1.710675381235420844e-01 2.236510653330882614e-01 2.049765518892846805e-01 1.766744671555105783e-01 2.242248453899534089e-01 1.944544791860916833e-01 1.700923123000791515e-01
4.801455193247132214e-01 4.895764926678271012e-01 4.452962148670904230e-01 -1.388197492645302025e-02 4.128557780649009246e-01 4.271481648640143014e-01 4.281329592174039078e-01 4.780659265703801064e-01 4.213113911429772762e-01 4.207141910675163965e-01 4.382380067581017058e-01 4.382140511184208220e-01 4.321181370885365802e-01 4.313736746998702021e-01 3.503323350676336156e-01 4.330761428534049551e-01 4.308186458346668912e-01 4.444481806126048262e-01 4.387537261208679373e-01 4.166695915066093159e-01
8.245869091877694457e-01 8.749088366533468442e-01 8.184673996841508314e-01 8.177660479443971120e-01 8.055641719255794975e-01 8.026537473514806509e-01 8.135163101565151544e-01 8.260605317248682633e-01 7.885258198503044547e-01 8.110047889478922967e-01 8.034280957698747283e-01 8.051501229455837461e-01 8.166234781146320953e-01 8.048493393867849344e-01 8.734188723386584474e-01 7.855302906930544671e-01 8.201325432552903916e-01 7.869326855299244583e-01 8.117283835885140686e-01 8.087740843843844729e-01
8.475697390576728552e-01 8.338022554737433145e-01 5.824856049990546625e-01 5.454289733877373259e-01 5.408403281498297410e-01 5.478016282061376474e-01 5.426680252967936990e-01 6.676280062393771253e-01 5.456636518550934678e-01 5.572281401331918849e-01 5.404392421916072164e-01 5.393848429227536823e-01 5.391330975854370378e-01 5.474632366039546838e-01 5.995809596571524125e-01 5.308599644768854375e-01 5.409967221292385497e-01 4.670549457351326206e-01 5.343798678727933460e-01 4.702346132250648791e-01
9.365280550300794093e-01 9.508992081602180013e-01 9.547834585060591683e-01 9.156834972789108518e-01 8.097191042799805061e-01 6.951058949295556566e-01 7.689345992237919258e-01 9.601896283354079964e-01 8.040888583208851692e-01 7.732314658629810822e-01 7.975275302906217334e-01 6.433563496115082270e-01 7.992290940132852350e-01 8.167586613928485839e-01 9.344561565959363936e-01 8.061224874349317560e-01 8.098527670235979858e-01 8.139068130266056134e-01 8.080719209268293346e-01 7.893710806770615207e-01
7.196316555176660579e-01 7.492908149984782717e-01 7.126811595203781380e-01 7.402476425650906799e-01 7.447076673066197472e-01 7.063431261501618152e-01 6.899458224732843981e-01 7.299010979019946443e-01 6.892377496124091341e-01 6.962297061994433545e-01 7.115587971354511154e-01 6.984412680527894990e-01 7.039664541530180619e-01 7.069906469301675545e-01 6.990347357873790690e-01 7.051017771143247570e-01 7.001346642278434285e-01 7.215057224680944126e-01 6.922578376723086402e-01 6.989908143636908155e-01
6.125276233584452390e-01 5.110438516470854342e-01 5.130874437606547378e-01 5.882918075558319915e-01 5.882548766866410039e-01 5.414675942097620931e-01 5.634604990454444851e-01 6.058328927639238248e-01 5.881141674339028791e-01 5.361651173482674393e-01 5.943596465556822972e-01 5.989218880886831853e-01 5.613213042719100709e-01 5.691979293319903155e-01 0.000000000000000000e+00 5.997794565062857242e-01 5.941442838437555052e-01 5.748199621185563490e-01 5.589854155398701341e-01 5.727116787332404702e-01
5.069350890398978127e-01 7.346465835907147746e-01 5.594078636797058524e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.341792921169754571e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.095486882404800077e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.451587911769532835e-01 0.000000000000000000e+00
2.939450889163804925e-01 2.879202379317914451e-01 1.005736637764094582e-01 0.000000000000000000e+00 2.345968346787534811e-02 2.618866922750940837e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.053032701553101844e-02 0.000000000000000000e+00 2.568003427944150902e-02 2.549097797413756722e-02 1.714784324435903243e-02 1.946357570002520826e-02 1.038992201489207651e-02 2.724346008632221039e-02 2.379560435209784539e-02 0.000000000000000000e+00 2.122289409828176029e-02 0.000000000000000000e+00
